Machine type,Virtual CPUs,Memory,GCEU,Lowest price, (USD) per hour with full sustained usage,Typical price, (USD) per hour,Full price, (USD) per hour without sustained use,Preemptible price, (USD) per hour

n1-standard-1,1,3.75GB,2.75,$0.035,$0.038,$0.050,$0.010
n1-standard-2,2,7.5GB,5.50,$0.070,$0.076,$0.100,$0.020
n1-standard-4,4,15GB,11,$0.140,$0.152,$0.200,$0.040
n1-standard-8,8,30GB,22,$0.280,$0.304,$0.400,$0.080
n1-standard-16,16,60GB,44,$0.560,$0.608,$0.800,$0.160
n1-standard-32,32,120GB,88,$1.120,$1.216,$1.600,$0.320
"
                 ","
              "
""
Machine type,Virtual CPUs,Memory,GCEU,Lowest price, (USD) per hour with full sustained usage,Typical price, (USD) per hour,Full price, (USD) per hour without sustained use,Preemptible price, (USD) per hour

f1-micro,1,0.60GB,Shared,CPU,$0.0056,$0.006,$0.008,$0.0035
g1-small,1,1.70GB,1.38,$0.019,$0.021,$0.027,$0.0070
""
Machine type,Virtual CPUs,Memory,GCEU,Lowest price, (USD) per hour with full sustained usage,Typical price, (USD) per hour,Full price, (USD) per hour without sustained use,Preemptible price, (USD) per hour

n1-highmem-2,2,13GB,5.50,$0.088,$0.096,$0.126,$0.025
n1-highmem-4,4,26GB,11,$0.176,$0.192,$0.252,$0.050
n1-highmem-8,8,52GB,22,$0.352,$0.384,$0.504,$0.100
n1-highmem-16,16,104GB,44,$0.704,$0.768,$1.008,$0.200
n1-highmem-32,32,208GB,88,$1.408,$1.536,$2.016,$0.400
"
                 ","
              "
""
Machine type,Virtual CPUs,Memory,GCEU,Lowest price, (USD) per hour with full sustained usage,Typical price, (USD) per hour,Full price, (USD) per hour without sustained use,Preemptible price, (USD) per hour

n1-highcpu-2,2,1.80GB,5.50,$0.053,$0.058,$0.076,$0.015
n1-highcpu-4,4,3.60GB,11,$0.106,$0.116,$0.152,$0.030
n1-highcpu-8,8,7.20GB,22,$0.212,$0.232,$0.304,$0.060
n1-highcpu-16,16,14.40GB,44,$0.424,$0.464,$0.608,$0.120
n1-highcpu-32,32,28.80GB,88,$0.848,$0.928,$1.216,$0.240
"
                 ","
              "
""
Machine type,Virtual CPUs,Memory,GCEU,Lowest price, (USD) per hour with full sustained usage,Typical price, (USD) per hour,Full price, (USD) per hour without sustained use,Preemptible price, (USD) per hour

n1-standard-1,1,3.75GB,2.75,$0.039,$0.042,$0.055,$0.011
n1-standard-2,2,7.5GB,5.50,$0.078,$0.084,$0.110,$0.022
n1-standard-4,4,15GB,11,$0.156,$0.168,$0.220,$0.044
n1-standard-8,8,30GB,22,$0.312,$0.336,$0.440,$0.088
n1-standard-16,16,60GB,44,$0.624,$0.672,$0.880,$0.176
n1-standard-32,32,120GB,88,$1.248,$1.344,$1.760,$0.352
"
                 ","
              "
""
Machine type,Virtual CPUs,Memory,GCEU,Lowest price, (USD) per hour with full sustained usage,Typical price, (USD) per hour,Full price, (USD) per hour without sustained use,Preemptible price, (USD) per hour

f1-micro,1,0.60GB,Shared,CPU,$0.006,$0.007,$0.009,$0.0039
g1-small,1,1.70GB,1.38,$0.021,$0.023,$0.030,$0.0077
""
Machine type,Virtual CPUs,Memory,GCEU,Lowest price, (USD) per hour with full sustained usage,Typical price, (USD) per hour,Full price, (USD) per hour without sustained use,Preemptible price, (USD) per hour

n1-highmem-2,2,13GB,5.50,$0.097,$0.106,$0.139,$0.0275
n1-highmem-4,4,26GB,11,$0.194,$0.212,$0.278,$0.0550
n1-highmem-8,8,52GB,22,$0.388,$0.424,$0.556,$0.1100
n1-highmem-16,16,104GB,44,$0.776,$0.848,$1.112,$0.2200
n1-highmem-32,32,208GB,88,$1.552,$1.696,$2.224,$0.4400
"
                 ","
              "
""
Machine type,Virtual CPUs,Memory,GCEU,Lowest price, (USD) per hour with full sustained usage,Typical price, (USD) per hour,Full price, (USD) per hour without sustained use,Preemptible price, (USD) per hour

n1-highcpu-2,2,1.80GB,5.50,$0.059,$0.064,$0.084,$0.0165
n1-highcpu-4,4,3.60GB,11,$0.118,$0.128,$0.168,$0.0330
n1-highcpu-8,8,7.20GB,22,$0.236,$0.256,$0.336,$0.0660
n1-highcpu-16,16,14.40GB,44,$0.472,$0.512,$0.672,$0.1320
n1-highcpu-32,32,28.80GB,88,$0.944,$1.024,$1.344,$0.2640
"
                ","
              "
""
Item,Lowest price, (USD) per hour with full sustained usage,Typical price, (USD) per hour,Full price, (USD) per hour without sustained use,Preemptible price, (USD) per hour

vCPU,$0.02444 / vCPU,$0.02663 / vCPU,$0.03492 / vCPU,$0.00698 / vCPU
Memory,$0.00328 / GB,$0.00357 / GB,$0.00468 / GB,$0.00094 / GB
""
Item,Lowest price, (USD) per hour with full sustained usage,Typical price, (USD) per hour,Full price, (USD) per hour without sustained use,Preemptible price, (USD) per hour

vCPU,$0.02689 / vCPU,$0.02929 / vCPU,$0.03841 / vCPU,$0.00768 / vCPU
Memory,$0.00361 / GB ,$0.00393 / GB,$0.00515 / GB,$0.00103 / GB
""
Usage Level (% of month),% at which incremental is charged,Example incremental rate (USD/hour) for an n1-standard-1 instance

0%-25%,100% of base rate,$0.050
25%-50%,80% of base rate,$0.040
50%-75%,60% of base rate,$0.030
75%-100%,40% of base rate,$0.020
""
Usage level (% of month) for an n1-standard-1 instance,% of base rate usage charge,Example rate (USD/hour),"Calculated charges, assuming 30-day month"

First 0-25% of usage,100%,$0.050 (base rate),"
        ","
      "
Usage between 25%-50% of the month,80%,$0.040,"
        ","
      "
Usage between 50%-75% of the month,60%,$0.030,"
        ","
      "
""
Date,Description,Debits ($),Credits ($)

Mar 1 - Mar 31,"
        Google Compute Standard Intel N1 1 VCPU running in NA: 13567 Minutes
        (Project:1234567895)
      ",$11.30, 
