Machine type,Virtual CPUs,Memory,GCEU,Lowest price, (USD) per hour with full sustained usage,Typical price, (USD) per hour,Full price, (USD) per hour without sustained use,Preemptible price, (USD) per hour

Mar 1 - Mar 31,"
        Google Compute Standard Intel N1 1 VCPU running in NA Sustained Use
        Discount: 3381 Minutes (Project:1234567895)
      ",$2.81
""
Traffic type,Price

Ingress,No charge
Egress, to the same zone,No charge
"Egress to a different Google Cloud Platform service within the same
      region",No charge
"Egress to Google products (such as YouTube, Maps, Drive)",No charge
Egress between zones in the same region (per GB),$0.01
Egress between regions within the US (per GB),$0.01
Inter-continental Egress,At 
""
